"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"RELIANCE","EQ","11-Oct-2017","        843.20","        845.30","        858.40","        836.00","        839.00","        840.15","        848.94","    7049800","          5984845575.60","     107153"
"RELIANCE","EQ","12-Oct-2017","        840.15","        842.10","        876.80","        842.10","        875.60","        872.75","        859.93","    8522926","          7329142508.60","     133483"
"RELIANCE","EQ","13-Oct-2017","        872.75","        879.30","        890.70","        873.35","        877.35","        876.45","        880.42","    9833512","          8657585192.10","     159717"
"RELIANCE","EQ","16-Oct-2017","        876.45","        879.00","        892.00","        861.30","        877.50","        876.80","        877.10","   14633539","         12835077761.65","     199908"
"RELIANCE","EQ","17-Oct-2017","        876.80","        878.00","        884.00","        867.20","        874.80","        874.35","        874.82","    6354084","          5558696928.35","      82934"
"RELIANCE","EQ","18-Oct-2017","        874.35","        877.40","        917.90","        875.00","        916.40","        914.50","        902.06","   16765178","         15123276190.35","     236743"
"RELIANCE","EQ","19-Oct-2017","        914.50","        915.80","        921.90","        903.00","        904.00","        909.90","        914.94","    3664082","          3352403286.60","      57147"
"RELIANCE","EQ","23-Oct-2017","        909.90","        912.90","        944.70","        909.10","        940.10","        939.75","        930.39","   12551649","         11677979383.10","     181861"
"RELIANCE","EQ","24-Oct-2017","        939.75","        947.70","        947.70","        928.20","        936.20","        934.25","        936.76","    6335308","          5934642215.95","     114331"
"RELIANCE","EQ","25-Oct-2017","        934.25","        940.10","        945.90","        929.50","        939.30","        939.90","        937.60","    4577050","          4291419530.25","      84923"
"RELIANCE","EQ","26-Oct-2017","        939.90","        940.00","        957.80","        931.00","        945.30","        947.40","        943.54","    7698704","          7264042925.00","     135945"
"RELIANCE","EQ","27-Oct-2017","        947.40","        950.00","        956.70","        925.70","        930.95","        929.85","        936.16","    5256749","          4921139448.00","     100759"
"RELIANCE","EQ","30-Oct-2017","        929.85","        934.00","        945.55","        930.60","        945.35","        942.50","        939.44","    3576533","          3359929915.40","      59624"
"RELIANCE","EQ","31-Oct-2017","        942.50","        944.95","        945.75","        932.20","        944.05","        940.85","        938.33","    4345360","          4077373480.30","     113055"
"RELIANCE","EQ","01-Nov-2017","        940.85","        947.75","        957.80","        945.75","        952.35","        952.55","        952.36","    8033040","          7650355596.55","     120104"
"RELIANCE","EQ","02-Nov-2017","        952.55","        952.80","        956.50","        944.25","        946.80","        946.60","        950.60","    4698609","          4466520209.10","      57550"
"RELIANCE","EQ","03-Nov-2017","        946.60","        955.95","        955.95","        940.15","        945.95","        945.30","        945.40","    2193730","          2073948026.80","      41298"
"RELIANCE","EQ","06-Nov-2017","        945.30","        942.50","        942.50","        929.00","        931.35","        932.50","        935.46","    4460799","          4172898901.95","     120041"
"RELIANCE","EQ","07-Nov-2017","        932.50","        933.35","        935.00","        903.05","        906.50","        906.70","        910.53","    9347943","          8511592120.85","     150615"
"RELIANCE","EQ","08-Nov-2017","        906.70","        902.50","        906.00","        884.10","        889.50","        887.80","        891.91","    8115980","          7238759485.05","     175122"
"RELIANCE","EQ","09-Nov-2017","        887.80","        894.75","        909.90","        892.05","        902.90","        900.50","        901.96","    6860798","          6188162917.80","     100868"
"RELIANCE","EQ","10-Nov-2017","        900.50","        900.95","        900.95","        879.20","        884.90","        883.85","        886.80","    6365174","          5644664492.60","     117869"
"RELIANCE","EQ","13-Nov-2017","        883.85","        885.00","        891.90","        873.50","        874.90","        875.25","        879.06","    4155011","          3652510603.20","     155793"
"RELIANCE","EQ","14-Nov-2017","        875.25","        875.00","        895.00","        873.00","        887.50","        886.70","        885.91","    5706105","          5055092471.30","     123594"
"RELIANCE","EQ","15-Nov-2017","        886.70","        884.50","        890.60","        877.95","        883.25","        883.70","        884.44","    6981872","          6175039788.05","     113126"
"RELIANCE","EQ","16-Nov-2017","        883.70","        885.50","        906.00","        885.50","        905.25","        903.85","        900.06","    6931038","          6238352387.75","     124353"
"RELIANCE","EQ","17-Nov-2017","        903.85","        918.95","        924.90","        908.50","        913.00","        911.90","        916.30","    5586242","          5118671947.75","     114604"
"RELIANCE","EQ","20-Nov-2017","        911.90","        906.20","        924.35","        905.00","        919.00","        920.85","        916.60","    4220192","          3868228235.05","      73297"
"RELIANCE","EQ","21-Nov-2017","        920.85","        926.80","        939.65","        925.50","        932.05","        932.55","        934.20","    5980763","          5587246390.60","     139701"
"RELIANCE","EQ","22-Nov-2017","        932.55","        937.45","        938.65","        923.45","        934.10","        930.75","        930.23","    5055490","          4702768893.45","      80499"
"RELIANCE","EQ","23-Nov-2017","        930.75","        931.00","        949.90","        926.65","        949.70","        947.00","        940.34","    7329126","          6891873715.20","      86733"
"RELIANCE","EQ","24-Nov-2017","        947.00","        950.00","        959.50","        947.40","        951.25","        951.10","        952.55","    6394443","          6091020187.15","     104436"
"RELIANCE","EQ","27-Nov-2017","        951.10","        947.25","        957.50","        944.00","        952.50","        951.35","        949.61","    4680074","          4444266973.90","      97924"
"RELIANCE","EQ","28-Nov-2017","        951.35","        949.85","        951.35","        938.10","        942.40","        943.35","        944.15","    4641893","          4382634299.75","     109264"
"RELIANCE","EQ","29-Nov-2017","        943.35","        941.85","        950.00","        941.00","        943.45","        946.00","        946.80","    3674864","          3479372052.65","      86735"
"RELIANCE","EQ","30-Nov-2017","        946.00","        941.45","        941.45","        919.50","        922.50","        921.55","        925.70","    9434893","          8733894422.15","     144271"
"RELIANCE","EQ","01-Dec-2017","        921.55","        924.45","        931.25","        907.70","        909.50","        910.10","        918.22","    5081389","          4665846806.05","     101581"
"RELIANCE","EQ","04-Dec-2017","        910.10","        913.50","        913.80","        897.35","        902.60","        901.60","        902.87","    4618847","          4170229646.35","      98705"
"RELIANCE","EQ","05-Dec-2017","        901.60","        901.05","        920.75","        895.45","        914.30","        913.70","        911.85","    8369174","          7631456011.10","     130046"
"RELIANCE","EQ","06-Dec-2017","        913.70","        910.00","        930.30","        908.80","        929.00","        926.65","        923.12","   11007689","         10161404380.45","     116174"
"RELIANCE","EQ","07-Dec-2017","        926.65","        930.05","        936.00","        923.00","        932.45","        931.55","        928.69","    5529565","          5135253669.25","     108371"
"RELIANCE","EQ","08-Dec-2017","        931.55","        933.85","        936.95","        919.05","        921.30","        921.00","        925.59","    5588486","          5172651632.20","     118138"
"RELIANCE","EQ","11-Dec-2017","        921.00","        922.45","        926.00","        913.55","        916.50","        916.15","        917.67","    4933853","          4527638392.60","      91965"
"RELIANCE","EQ","12-Dec-2017","        916.15","        915.95","        929.00","        908.00","        917.75","        915.60","        920.76","    7215014","          6643269135.55","     107416"
"RELIANCE","EQ","13-Dec-2017","        915.60","        916.90","        924.95","        910.70","        914.75","        914.65","        919.03","    4182097","          3843490644.20","      66952"
"RELIANCE","EQ","14-Dec-2017","        914.65","        919.00","        924.90","        908.75","        924.00","        921.50","        915.89","    5021130","          4598789868.10","      97478"
"RELIANCE","EQ","15-Dec-2017","        921.50","        931.00","        932.95","        917.70","        921.00","        919.75","        922.67","   11158706","         10295851305.40","     178864"
"RELIANCE","EQ","18-Dec-2017","        919.75","        911.95","        932.65","        862.65","        922.45","        921.00","        916.28","    8494801","          7783599546.35","     131395"
"RELIANCE","EQ","19-Dec-2017","        921.00","        923.60","        927.00","        920.00","        926.85","        925.95","        924.26","    4064982","          3757097202.45","      78194"
"RELIANCE","EQ","20-Dec-2017","        925.95","        925.90","        927.40","        917.00","        918.75","        918.15","        920.58","    4774414","          4395253600.35","     122373"
"RELIANCE","EQ","21-Dec-2017","        918.15","        918.45","        923.95","        910.00","        913.00","        912.95","        917.28","    4147162","          3804108015.15","      91666"
"RELIANCE","EQ","22-Dec-2017","        912.95","        914.65","        922.40","        909.30","        919.80","        920.40","        917.93","    4872675","          4472795835.00","     107550"
"RELIANCE","EQ","26-Dec-2017","        920.40","        924.85","        938.90","        918.15","        936.00","        929.80","        925.15","    5301456","          4904644711.45","      88411"
"RELIANCE","EQ","27-Dec-2017","        929.80","        933.00","        937.50","        919.00","        923.25","        923.75","        930.28","    4352384","          4048927002.10","     107845"
"RELIANCE","EQ","28-Dec-2017","        923.75","        925.25","        934.40","        919.10","        922.60","        924.20","        924.83","    7091515","          6558467598.75","      92078"
"RELIANCE","EQ","29-Dec-2017","        924.20","        926.50","        932.30","        918.50","        920.10","        921.05","        924.13","    5069838","          4685185006.70","     102691"
"RELIANCE","EQ","01-Jan-2018","        921.05","        922.70","        922.70","        907.50","        909.50","        909.75","        913.43","    4321686","          3947568943.55","      61538"
"RELIANCE","EQ","02-Jan-2018","        909.75","        913.00","        919.55","        906.40","        911.50","        911.15","        912.92","    4342815","          3964649169.65","      63346"
"RELIANCE","EQ","03-Jan-2018","        911.15","        925.00","        926.00","        913.05","        915.50","        914.80","        920.10","    6175312","          5681898482.50","     101162"
"RELIANCE","EQ","04-Jan-2018","        914.80","        918.15","        921.80","        915.70","        920.50","        920.30","        919.08","    4118581","          3785310187.15","      92195"
"RELIANCE","EQ","05-Jan-2018","        920.30","        921.80","        926.90","        920.25","        923.00","        923.25","        923.12","    3401905","          3140379429.35","      59095"
"RELIANCE","EQ","08-Jan-2018","        923.25","        926.10","        931.00","        923.50","        926.60","        928.55","        927.42","    4035417","          3742538282.25","      71254"
"RELIANCE","EQ","09-Jan-2018","        928.55","        928.15","        943.90","        924.00","        940.00","        940.95","        938.57","    6534997","          6133531767.75","     130260"
"RELIANCE","EQ","10-Jan-2018","        940.95","        943.00","        947.40","        935.50","        941.50","        942.35","        942.13","    5361502","          5051241312.15","      88179"
"RELIANCE","EQ","11-Jan-2018","        942.35","        941.80","        942.65","        935.00","        936.90","        937.75","        939.68","    3588727","          3372263778.65","      61745"
"RELIANCE","EQ","12-Jan-2018","        937.75","        943.00","        952.80","        938.25","        946.60","        949.00","        946.82","    6890028","          6523589663.40","     120871"
"RELIANCE","EQ","15-Jan-2018","        949.00","        950.00","        958.50","        945.20","        947.60","        949.15","        952.57","    5084113","          4842989337.35","      67051"
"RELIANCE","EQ","16-Jan-2018","        949.15","        947.70","        947.70","        920.00","        923.80","        922.95","        930.84","    4948895","          4606622460.85","     112950"
