"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"RELIANCE","EQ","30-Jan-2017","       1025.10","       1024.95","       1046.45","       1024.80","       1044.95","       1044.80","       1038.36","    3583756","          3721227069.35","      88109"
"RELIANCE","EQ","31-Jan-2017","       1044.80","       1046.85","       1053.80","       1040.30","       1045.00","       1045.20","       1046.18","    3457365","          3617029514.40","      95062"
"RELIANCE","EQ","01-Feb-2017","       1045.20","       1046.10","       1050.90","       1035.20","       1050.00","       1049.65","       1044.86","    2585798","          2701805550.70","      83931"
"RELIANCE","EQ","02-Feb-2017","       1049.65","       1050.00","       1050.80","       1038.25","       1045.55","       1043.50","       1042.22","    2079908","          2167729582.00","      64859"
"RELIANCE","EQ","03-Feb-2017","       1043.50","       1046.00","       1050.45","       1030.10","       1033.45","       1033.65","       1038.23","    3021751","          3137286043.85","      48459"
"RELIANCE","EQ","06-Feb-2017","       1033.65","       1037.00","       1044.90","       1032.05","       1040.70","       1041.65","       1038.21","    2283982","          2371255826.45","      60273"
"RELIANCE","EQ","07-Feb-2017","       1041.65","       1042.00","       1042.35","       1027.20","       1031.95","       1030.90","       1031.93","    2264245","          2336537922.00","      67846"
"RELIANCE","EQ","08-Feb-2017","       1030.90","       1030.90","       1038.25","       1022.00","       1022.70","       1025.15","       1027.70","    3710094","          3812874885.40","      96353"
"RELIANCE","EQ","09-Feb-2017","       1025.15","       1028.00","       1034.00","       1026.80","       1032.45","       1032.75","       1030.58","    2254216","          2323159365.45","      97836"
"RELIANCE","EQ","10-Feb-2017","       1032.75","       1035.00","       1035.55","       1025.55","       1030.00","       1030.15","       1030.89","    2861531","          2949922515.35","      81923"
"RELIANCE","EQ","13-Feb-2017","       1030.15","       1033.00","       1034.00","       1022.00","       1030.00","       1029.85","       1026.56","    1957988","          2009983985.20","      53352"
"RELIANCE","EQ","14-Feb-2017","       1029.85","       1035.00","       1052.90","       1029.90","       1048.10","       1049.80","       1047.40","    4170414","          4368108266.70","     108276"
"RELIANCE","EQ","15-Feb-2017","       1049.80","       1052.90","       1057.50","       1045.25","       1050.35","       1051.30","       1052.94","    3482845","          3667220075.70","      73263"
"RELIANCE","EQ","16-Feb-2017","       1051.30","       1052.55","       1069.45","       1052.55","       1065.95","       1067.50","       1062.56","    4492847","          4773923841.15","      54707"
"RELIANCE","EQ","17-Feb-2017","       1067.50","       1066.50","       1078.20","       1058.45","       1070.70","       1075.50","       1070.57","    3393856","          3633367038.25","      72587"
"RELIANCE","EQ","20-Feb-2017","       1075.50","       1070.55","       1078.85","       1066.50","       1075.00","       1075.40","       1074.60","    2663127","          2861806843.25","      46942"
"RELIANCE","EQ","21-Feb-2017","       1075.40","       1075.20","       1090.95","       1073.05","       1088.10","       1088.20","       1084.82","    3242790","          3517853373.60","      78020"
"RELIANCE","EQ","22-Feb-2017","       1088.20","       1093.00","       1211.65","       1092.00","       1209.80","       1207.50","       1177.82","   29103926","         34279184225.25","     529232"
"RELIANCE","EQ","23-Feb-2017","       1207.50","       1213.60","       1222.00","       1179.35","       1186.80","       1182.75","       1196.34","   14229234","         17023004700.95","     325600"
"RELIANCE","EQ","27-Feb-2017","       1182.75","       1190.50","       1256.80","       1190.35","       1237.55","       1238.90","       1241.99","   19068911","         23683416513.50","     248086"
"RELIANCE","EQ","28-Feb-2017","       1238.90","       1232.00","       1248.00","       1228.50","       1237.65","       1238.05","       1240.68","    8254531","         10241229539.45","     132662"
"RELIANCE","EQ","01-Mar-2017","       1238.05","       1240.10","       1244.40","       1230.00","       1231.55","       1234.50","       1238.28","    5574153","          6902376075.80","      86071"
"RELIANCE","EQ","02-Mar-2017","       1234.50","       1237.90","       1254.70","       1227.05","       1234.95","       1236.75","       1241.01","    4129033","          5124164949.85","     114912"
"RELIANCE","EQ","03-Mar-2017","       1236.75","       1241.55","       1287.80","       1241.55","       1258.60","       1258.55","       1269.09","   19270851","         24456422018.25","     218969"
"RELIANCE","EQ","06-Mar-2017","       1258.55","       1269.00","       1312.00","       1265.25","       1308.00","       1305.35","       1298.39","   15252154","         19803196906.45","     271304"
"RELIANCE","EQ","07-Mar-2017","       1305.35","       1318.85","       1327.00","       1296.15","       1306.35","       1304.95","       1309.21","    9616850","         12590518108.20","     187234"
"RELIANCE","EQ","08-Mar-2017","       1304.95","       1307.70","       1307.70","       1286.10","       1288.15","       1291.20","       1294.73","    9906103","         12825718917.95","     117724"
"RELIANCE","EQ","09-Mar-2017","       1291.20","       1290.00","       1298.00","       1281.50","       1285.40","       1286.75","       1287.46","    7107670","          9150874646.60","      91156"
"RELIANCE","EQ","10-Mar-2017","       1286.75","       1290.25","       1296.00","       1261.20","       1279.10","       1281.65","       1282.25","    5665568","          7264671759.90","      82236"
"RELIANCE","EQ","14-Mar-2017","       1281.65","       1318.75","       1319.00","       1285.25","       1288.25","       1289.50","       1299.08","    6346620","          8244794509.15","     148050"
"RELIANCE","EQ","15-Mar-2017","       1289.50","       1291.05","       1316.30","       1290.40","       1302.00","       1304.95","       1306.90","    5510658","          7201863485.50","     118169"
"RELIANCE","EQ","16-Mar-2017","       1304.95","       1310.00","       1310.40","       1293.60","       1296.80","       1297.65","       1300.24","    3639964","          4732822404.20","     101204"
"RELIANCE","EQ","17-Mar-2017","       1297.65","       1308.00","       1319.95","       1298.05","       1300.55","       1300.70","       1302.80","    5195076","          6768124195.20","     103713"
"RELIANCE","EQ","20-Mar-2017","       1300.70","       1306.00","       1306.25","       1278.35","       1280.95","       1280.80","       1287.84","    2941714","          3788456426.10","      85225"
"RELIANCE","EQ","21-Mar-2017","       1280.80","       1282.20","       1283.90","       1259.30","       1265.20","       1263.80","       1270.21","    5165107","          6560786985.85","      97439"
"RELIANCE","EQ","22-Mar-2017","       1263.80","       1252.00","       1265.90","       1246.55","       1260.45","       1259.70","       1257.09","    4638338","          5830800370.75","     123911"
"RELIANCE","EQ","23-Mar-2017","       1259.70","       1263.15","       1277.55","       1258.00","       1272.00","       1273.30","       1269.40","    2699090","          3426224947.45","     100190"
"RELIANCE","EQ","24-Mar-2017","       1273.30","       1274.10","       1292.00","       1268.45","       1284.00","       1286.75","       1282.43","    3721911","          4773078555.10","     122493"
"RELIANCE","BL","27-Mar-2017","        867.15","       1270.25","       1270.25","       1269.25","       1269.25","       1269.25","       1270.02","     948596","          1204739009.00","          5"
"RELIANCE","EQ","27-Mar-2017","       1286.75","       1271.10","       1278.75","       1247.20","       1248.50","       1251.10","       1258.23","    7418122","          9333736052.40","     178024"
"RELIANCE","EQ","28-Mar-2017","       1251.10","       1258.00","       1264.00","       1242.10","       1246.30","       1245.75","       1249.71","    4961934","          6200976653.40","     100601"
"RELIANCE","EQ","29-Mar-2017","       1245.75","       1251.70","       1260.00","       1233.35","       1259.20","       1256.65","       1246.51","    4325787","          5392124742.85","     119423"
"RELIANCE","EQ","30-Mar-2017","       1256.65","       1255.00","       1274.75","       1253.00","       1267.60","       1270.65","       1267.91","    6368859","          8075111743.25","     113795"
"RELIANCE","EQ","31-Mar-2017","       1270.65","       1266.00","       1337.65","       1266.00","       1320.60","       1320.90","       1311.06","   10375519","         13602917636.90","     209261"
"RELIANCE","EQ","03-Apr-2017","       1320.90","       1342.00","       1380.50","       1337.05","       1373.25","       1374.65","       1365.85","   10260327","         14014070970.70","     167021"
"RELIANCE","EQ","05-Apr-2017","       1374.65","       1395.20","       1418.00","       1380.10","       1415.05","       1415.00","       1400.66","    9217360","         12910386480.60","     188615"
"RELIANCE","EQ","06-Apr-2017","       1415.00","       1409.00","       1448.90","       1402.20","       1434.00","       1438.50","       1429.25","   11571075","         16537975353.15","     193297"
"RELIANCE","EQ","07-Apr-2017","       1438.50","       1421.30","       1434.00","       1402.55","       1405.25","       1406.60","       1419.57","    7286151","         10343188455.35","     172166"
"RELIANCE","EQ","10-Apr-2017","       1406.60","       1410.00","       1424.90","       1377.30","       1384.75","       1381.35","       1396.97","    7033141","          9825093896.00","     146691"
"RELIANCE","EQ","11-Apr-2017","       1381.35","       1387.85","       1400.45","       1370.10","       1375.70","       1372.35","       1382.90","    7371727","         10194385221.25","     150329"
"RELIANCE","EQ","12-Apr-2017","       1372.35","       1382.80","       1386.45","       1351.15","       1355.00","       1354.00","       1363.72","    6274215","          8556264240.65","     162585"
"RELIANCE","EQ","13-Apr-2017","       1354.00","       1354.00","       1373.40","       1347.35","       1365.80","       1364.80","       1365.73","    2906188","          3969077630.35","      68868"
"RELIANCE","EQ","17-Apr-2017","       1364.80","       1365.00","       1395.55","       1365.00","       1391.45","       1391.85","       1380.35","    2705854","          3735039098.15","      56746"
"RELIANCE","EQ","18-Apr-2017","       1391.85","       1399.95","       1410.00","       1367.00","       1369.00","       1370.20","       1393.47","    3661083","          5101601216.25","      88267"
"RELIANCE","EQ","19-Apr-2017","       1370.20","       1369.00","       1382.55","       1357.55","       1369.95","       1368.80","       1368.72","    2645292","          3620655411.50","      80500"
"RELIANCE","EQ","20-Apr-2017","       1368.80","       1379.00","       1386.80","       1364.10","       1370.45","       1369.55","       1371.78","    1918612","          2631919172.40","      55149"
"RELIANCE","EQ","21-Apr-2017","       1369.55","       1380.50","       1421.00","       1378.55","       1405.00","       1402.50","       1404.50","    6910277","          9705482124.25","     137920"
"RELIANCE","EQ","24-Apr-2017","       1402.50","       1409.05","       1435.00","       1400.20","       1417.85","       1417.40","       1418.74","    5831731","          8273693518.00","     183083"
"RELIANCE","EQ","25-Apr-2017","       1417.40","       1460.00","       1467.75","       1426.10","       1431.00","       1432.80","       1442.90","    8403704","         12125713088.00","     176682"
"RELIANCE","EQ","26-Apr-2017","       1432.80","       1435.00","       1440.05","       1402.60","       1416.50","       1416.45","       1421.45","    3831775","          5446671308.75","     108141"
"RELIANCE","EQ","27-Apr-2017","       1416.45","       1417.00","       1424.15","       1402.20","       1409.00","       1409.50","       1408.44","    2873655","          4047372598.75","      67915"
"RELIANCE","EQ","28-Apr-2017","       1409.50","       1409.75","       1420.30","       1391.00","       1394.25","       1395.20","       1403.80","    2708404","          3802054529.95","      65970"
"RELIANCE","EQ","02-May-2017","       1395.20","       1402.00","       1402.00","       1366.30","       1372.00","       1370.55","       1375.81","    4249684","          5846767714.15","      98491"
"RELIANCE","EQ","03-May-2017","       1370.55","       1376.90","       1380.75","       1365.00","       1370.20","       1370.10","       1371.36","    2171549","          2977965401.40","      51100"
"RELIANCE","EQ","04-May-2017","       1370.10","       1375.00","       1379.60","       1354.05","       1361.60","       1357.95","       1364.31","    3283811","          4480138684.20","     101401"
"RELIANCE","EQ","05-May-2017","       1357.95","       1361.60","       1367.35","       1325.00","       1328.40","       1328.25","       1343.70","    3565543","          4791006380.75","      81287"
"RELIANCE","EQ","08-May-2017","       1328.25","       1330.00","       1339.50","       1318.35","       1320.10","       1321.40","       1328.00","    3672585","          4877180991.65","      64261"
"RELIANCE","EQ","09-May-2017","       1321.40","       1324.00","       1333.65","       1320.25","       1330.00","       1330.35","       1329.47","    4824511","          6414062772.60","      73661"
"RELIANCE","EQ","10-May-2017","       1330.35","       1334.80","       1363.60","       1330.65","       1359.20","       1359.10","       1352.69","    5235932","          7082604050.40","     127713"
"RELIANCE","EQ","11-May-2017","       1359.10","       1364.10","       1369.75","       1351.65","       1357.00","       1359.55","       1361.00","    3150756","          4288166983.40","      81000"
"RELIANCE","EQ","12-May-2017","       1359.55","       1360.05","       1364.00","       1344.05","       1349.90","       1350.45","       1351.52","    1719729","          2324243176.95","      45354"
"RELIANCE","EQ","15-May-2017","       1350.45","       1356.40","       1356.40","       1333.50","       1343.60","       1344.10","       1344.22","    1540213","          2070378803.20","      75812"
"RELIANCE","EQ","16-May-2017","       1344.10","       1346.05","       1376.90","       1341.00","       1356.20","       1356.30","       1360.59","    2892947","          3936121463.60","      79767"
"RELIANCE","EQ","17-May-2017","       1356.30","       1353.00","       1365.95","       1347.75","       1350.00","       1353.10","       1354.16","    2250304","          3047263294.20","      56277"
"RELIANCE","EQ","18-May-2017","       1353.10","       1340.25","       1350.00","       1324.10","       1327.45","       1327.35","       1336.14","    2237916","          2990177747.20","      84723"
"RELIANCE","EQ","19-May-2017","       1327.35","       1333.00","       1335.70","       1310.00","       1318.20","       1318.85","       1321.99","    2928883","          3871939701.45","     115988"
"RELIANCE","EQ","22-May-2017","       1318.85","       1326.50","       1333.60","       1315.20","       1326.00","       1324.15","       1322.82","    2011859","          2661318292.65","      89828"
"RELIANCE","EQ","23-May-2017","       1324.15","       1325.70","       1329.85","       1302.00","       1304.55","       1305.55","       1313.55","    2108223","          2769246986.80","      81667"
"RELIANCE","EQ","24-May-2017","       1305.55","       1307.50","       1313.70","       1295.10","       1299.00","       1297.70","       1302.71","    3274804","          4266122161.80","      78535"
"RELIANCE","EQ","25-May-2017","       1297.70","       1300.00","       1312.40","       1296.45","       1301.50","       1302.45","       1303.19","    5925335","          7721842990.45","     114553"
"RELIANCE","EQ","26-May-2017","       1302.45","       1303.95","       1344.40","       1300.00","       1339.00","       1337.30","       1320.18","    4898639","          6467102968.55","     111248"
"RELIANCE","EQ","29-May-2017","       1337.30","       1337.00","       1365.45","       1335.60","       1355.25","       1356.90","       1352.77","    5491170","          7428268296.70","      88604"
"RELIANCE","EQ","30-May-2017","       1356.90","       1355.90","       1364.70","       1348.50","       1360.00","       1359.35","       1357.25","    2207727","          2996431672.15","      71958"
"RELIANCE","EQ","31-May-2017","       1359.35","       1367.00","       1367.95","       1335.80","       1340.00","       1340.70","       1346.68","    3754099","          5055552391.80","     153444"
"RELIANCE","EQ","01-Jun-2017","       1340.70","       1332.70","       1340.00","       1323.00","       1329.85","       1328.25","       1329.31","    2179328","          2896998252.00","      79314"
"RELIANCE","EQ","02-Jun-2017","       1328.25","       1335.00","       1338.70","       1317.00","       1322.90","       1324.75","       1326.29","    2627565","          3484908657.55","      92530"
"RELIANCE","EQ","05-Jun-2017","       1324.75","       1326.25","       1341.00","       1315.85","       1330.00","       1329.35","       1328.64","    2476706","          3290662701.45","      77234"
"RELIANCE","EQ","06-Jun-2017","       1329.35","       1333.95","       1333.95","       1311.00","       1312.50","       1312.80","       1320.16","    2192356","          2894270054.80","      61140"
"RELIANCE","EQ","07-Jun-2017","       1312.80","       1311.20","       1342.00","       1309.00","       1339.00","       1339.00","       1328.04","    2559954","          3399718610.00","     102403"
"RELIANCE","EQ","08-Jun-2017","       1339.00","       1340.00","       1344.80","       1328.05","       1333.90","       1331.70","       1332.33","    1806521","          2406881914.95","      61841"
"RELIANCE","EQ","09-Jun-2017","       1331.70","       1345.10","       1352.95","       1331.00","       1332.95","       1335.70","       1340.93","    3162802","          4241088719.10","      78984"
"RELIANCE","EQ","12-Jun-2017","       1335.70","       1326.55","       1329.75","       1317.00","       1319.00","       1319.45","       1321.07","    1927513","          2546372486.95","      44210"
"RELIANCE","EQ","13-Jun-2017","       1319.45","       1320.60","       1327.00","       1311.00","       1312.00","       1314.35","       1318.87","    1377291","          1816467340.70","      63864"
"RELIANCE","EQ","14-Jun-2017","       1314.35","       1315.90","       1360.00","       1315.90","       1360.00","       1357.50","       1348.06","   12101027","         16312963495.05","     139964"
"RELIANCE","EQ","15-Jun-2017","       1357.50","       1360.00","       1395.00","       1359.10","       1377.35","       1383.95","       1379.51","    6466804","          8921027744.65","     122808"
"RELIANCE","EQ","16-Jun-2017","       1383.95","       1389.10","       1395.80","       1369.30","       1387.10","       1388.80","       1384.77","    7477157","         10354166799.60","     126947"
"RELIANCE","EQ","19-Jun-2017","       1388.80","       1390.20","       1415.80","       1390.20","       1407.00","       1409.25","       1409.38","    3482912","          4908755460.05","      97727"
"RELIANCE","EQ","20-Jun-2017","       1409.25","       1409.00","       1422.10","       1407.45","       1411.05","       1412.35","       1414.55","    2318399","          3279484043.00","      54658"
"RELIANCE","EQ","21-Jun-2017","       1412.35","       1407.80","       1428.00","       1404.25","       1427.75","       1422.00","       1418.57","    4569943","          6482764628.40","      72533"
"RELIANCE","EQ","22-Jun-2017","       1422.00","       1429.45","       1445.40","       1427.70","       1434.80","       1432.65","       1438.13","    5055942","          7271102905.30","      67464"
"RELIANCE","EQ","23-Jun-2017","       1432.65","       1436.00","       1442.00","       1430.60","       1432.10","       1435.85","       1437.72","    7118832","         10234862866.60","      84739"
"RELIANCE","EQ","27-Jun-2017","       1435.85","       1432.00","       1443.00","       1425.00","       1439.05","       1437.15","       1433.65","    7449878","         10680534186.35","      95862"
"RELIANCE","EQ","28-Jun-2017","       1437.15","       1439.95","       1439.95","       1395.55","       1399.80","       1398.50","       1408.58","    3558538","          5012497439.80","      96283"
"RELIANCE","EQ","29-Jun-2017","       1398.50","       1400.00","       1410.00","       1390.10","       1392.35","       1392.70","       1397.72","    2948322","          4120928819.30","      73181"
"RELIANCE","EQ","30-Jun-2017","       1392.70","       1392.00","       1392.40","       1375.05","       1383.00","       1380.00","       1381.68","    1786211","          2467964900.75","      57115"
"RELIANCE","EQ","03-Jul-2017","       1380.00","       1388.20","       1394.70","       1371.00","       1384.00","       1381.05","       1381.94","    2101886","          2904674175.10","      58487"
"RELIANCE","EQ","04-Jul-2017","       1381.05","       1390.00","       1427.10","       1389.00","       1422.00","       1421.95","       1411.47","    4301200","          6071002326.55","      79094"
"RELIANCE","EQ","05-Jul-2017","       1421.95","       1429.45","       1447.45","       1424.00","       1440.05","       1442.65","       1440.65","    6219522","          8960156338.10","      67692"
"RELIANCE","EQ","06-Jul-2017","       1442.65","       1448.70","       1450.00","       1438.00","       1442.00","       1442.55","       1444.20","    3106517","          4486436976.50","      51171"
"RELIANCE","EQ","07-Jul-2017","       1442.55","       1443.00","       1497.75","       1440.00","       1489.50","       1491.15","       1467.56","    8193635","         12024672966.80","     118579"
"RELIANCE","EQ","10-Jul-2017","       1491.15","       1530.00","       1550.00","       1489.10","       1491.00","       1492.85","       1495.16","     815433","          1219206575.70","       9771"
"RELIANCE","EQ","11-Jul-2017","       1492.85","       1501.00","       1504.40","       1487.00","       1496.50","       1494.35","       1495.08","    4799229","          7175215647.25","      58533"
"RELIANCE","EQ","12-Jul-2017","       1494.35","       1499.40","       1525.00","       1497.50","       1511.25","       1511.10","       1512.30","    3909797","          5912789614.60","     130937"
"RELIANCE","EQ","13-Jul-2017","       1511.10","       1508.75","       1525.00","       1506.15","       1518.60","       1522.10","       1516.35","    5259759","          7975613062.30","      80445"
"RELIANCE","EQ","14-Jul-2017","       1522.10","       1520.00","       1536.00","       1515.55","       1533.00","       1533.75","       1527.64","    4693011","          7169211716.90","      60570"
"RELIANCE","EQ","17-Jul-2017","       1533.75","       1537.00","       1559.60","       1537.00","       1548.70","       1551.75","       1550.72","    4285809","          6646109251.55","      58737"
"RELIANCE","EQ","18-Jul-2017","       1551.75","       1546.80","       1551.80","       1511.00","       1520.50","       1519.90","       1526.50","    4489412","          6853087594.90","      91217"
"RELIANCE","EQ","19-Jul-2017","       1519.90","       1512.60","       1538.00","       1512.60","       1538.00","       1532.95","       1527.52","    2695041","          4116718439.05","      77682"
"RELIANCE","EQ","20-Jul-2017","       1532.95","       1539.75","       1550.00","       1523.70","       1526.10","       1528.90","       1535.46","    3114686","          4782481316.70","      71431"
"RELIANCE","EQ","21-Jul-2017","       1528.90","       1550.00","       1591.70","       1544.95","       1584.00","       1585.00","       1572.08","   22205112","         34908155068.50","     427790"
"RELIANCE","EQ","24-Jul-2017","       1585.00","       1600.00","       1624.90","       1585.00","       1619.00","       1615.25","       1613.62","    9927229","         16018796811.70","     192058"
"RELIANCE","EQ","25-Jul-2017","       1615.25","       1624.70","       1624.95","       1597.60","       1602.50","       1602.15","       1610.25","    4586079","          7384713584.95","     110309"
"RELIANCE","EQ","26-Jul-2017","       1602.15","       1604.20","       1629.90","       1601.10","       1621.15","       1622.75","       1620.72","    5018389","          8133382696.20","     126847"
"RELIANCE","EQ","27-Jul-2017","       1622.75","       1628.00","       1631.50","       1588.35","       1592.80","       1594.80","       1608.84","    4208071","          6770133068.75","      74777"
"RELIANCE","EQ","28-Jul-2017","       1594.80","       1591.25","       1605.95","       1578.00","       1594.00","       1594.45","       1592.27","    3276023","          5216321535.60","      81539"
"RELIANCE","EQ","31-Jul-2017","       1594.45","       1601.95","       1618.80","       1596.00","       1615.45","       1615.20","       1610.24","    3787034","          6098027726.85","      77426"
"RELIANCE","EQ","01-Aug-2017","       1615.20","       1622.75","       1622.75","       1591.50","       1605.80","       1603.60","       1605.00","    2814298","          4516958842.35","      80380"
"RELIANCE","EQ","02-Aug-2017","       1603.60","       1610.00","       1635.70","       1608.10","       1625.10","       1629.20","       1624.28","    4751385","          7717586946.25","      85961"
"RELIANCE","EQ","03-Aug-2017","       1629.20","       1626.85","       1664.90","       1617.05","       1654.00","       1650.10","       1645.48","    4504776","          7412507560.75","     100320"
"RELIANCE","EQ","04-Aug-2017","       1650.10","       1663.00","       1663.00","       1615.10","       1626.50","       1622.15","       1626.00","    4247045","          6905703756.40","     105310"
"RELIANCE","EQ","07-Aug-2017","       1622.15","       1631.60","       1631.60","       1612.55","       1618.00","       1616.35","       1620.90","    2180018","          3533598682.40","      73400"
"RELIANCE","EQ","08-Aug-2017","       1616.35","       1618.00","       1621.05","       1586.80","       1604.60","       1602.55","       1605.42","    2505568","          4022476840.85","      54425"
"RELIANCE","EQ","09-Aug-2017","       1602.55","       1601.50","       1620.00","       1585.00","       1595.00","       1598.80","       1605.79","    2385643","          3830853342.75","      73759"
"RELIANCE","EQ","10-Aug-2017","       1598.80","       1593.05","       1606.65","       1577.95","       1593.75","       1584.35","       1590.55","    2328843","          3704143392.15","      82027"
"RELIANCE","EQ","11-Aug-2017","       1584.35","       1550.95","       1580.00","       1533.00","       1545.50","       1546.25","       1558.16","    3885064","          6053534861.90","     106441"
"RELIANCE","EQ","14-Aug-2017","       1546.25","       1561.00","       1584.50","       1561.00","       1572.20","       1573.05","       1573.14","    3072299","          4833153046.90","      92410"
"RELIANCE","EQ","16-Aug-2017","       1573.05","       1572.00","       1576.00","       1550.20","       1576.00","       1566.10","       1561.92","    3103394","          4847251820.75","      96068"
"RELIANCE","EQ","17-Aug-2017","       1566.10","       1569.00","       1597.65","       1561.15","       1563.00","       1567.10","       1580.02","    3618179","          5716789489.90","      89026"
"RELIANCE","EQ","18-Aug-2017","       1567.10","       1564.00","       1577.80","       1553.15","       1576.25","       1575.40","       1568.93","    1814011","          2846062732.35","      50855"
"RELIANCE","EQ","21-Aug-2017","       1575.40","       1577.00","       1584.15","       1560.25","       1564.30","       1564.40","       1571.08","    1731188","          2719841500.65","      50892"
"RELIANCE","EQ","22-Aug-2017","       1564.40","       1572.00","       1579.90","       1556.05","       1560.10","       1560.05","       1568.81","    2179230","          3418790347.60","      57712"
"RELIANCE","EQ","23-Aug-2017","       1560.05","       1564.85","       1586.55","       1553.15","       1582.55","       1582.05","       1567.85","    1901824","          2981782350.95","      57111"
"RELIANCE","EQ","24-Aug-2017","       1582.05","       1590.00","       1593.10","       1564.50","       1570.00","       1568.05","       1575.93","    2892571","          4558488605.60","      92963"
"RELIANCE","EQ","28-Aug-2017","       1568.05","       1579.05","       1581.95","       1561.20","       1564.75","       1566.55","       1568.06","    2815328","          4414602361.45","     113655"
"RELIANCE","EQ","29-Aug-2017","       1566.55","       1561.85","       1567.50","       1530.00","       1532.05","       1532.15","       1543.47","    3466421","          5350330119.90","     109648"
"RELIANCE","EQ","30-Aug-2017","       1532.15","       1547.55","       1568.80","       1541.25","       1563.50","       1564.10","       1558.27","    2362387","          3681230670.65","      70628"
"RELIANCE","EQ","31-Aug-2017","       1564.10","       1575.00","       1597.45","       1574.00","       1595.40","       1594.50","       1587.29","    5738495","          9108681150.30","     153607"
"RELIANCE","EQ","01-Sep-2017","       1594.50","       1599.85","       1616.60","       1599.00","       1611.95","       1610.10","       1609.02","    3527477","          5675773296.70","      67678"
"RELIANCE","EQ","04-Sep-2017","       1610.10","       1615.50","       1636.15","       1595.85","       1615.00","       1613.35","       1616.73","    4928375","          7967844928.65","      78551"
"RELIANCE","EQ","05-Sep-2017","       1613.35","       1630.00","       1634.85","       1621.05","       1632.15","       1632.60","       1630.06","    5764131","          9395875386.35","     103790"
"RELIANCE","EQ","06-Sep-2017","       1632.60","       1626.40","       1652.50","       1622.80","       1644.00","       1645.40","       1645.90","   11142512","         18339508179.80","     107540"
"RELIANCE","EQ","07-Sep-2017","       1645.40","        823.00","        832.50","        815.00","        816.60","        818.10","        822.46","    7408536","          6093238362.20","     125644"
"RELIANCE","EQ","08-Sep-2017","        818.10","        820.00","        823.25","        812.10","        816.95","        816.90","        817.30","    6056729","          4950161479.80","     107693"
"RELIANCE","EQ","11-Sep-2017","        816.90","        821.30","        826.85","        816.55","        819.50","        817.90","        822.68","    5801712","          4772966391.15","      65550"
"RELIANCE","EQ","12-Sep-2017","        817.90","        822.75","        825.00","        817.00","        824.50","        823.75","        821.76","    2971669","          2441997855.35","      60052"
"RELIANCE","EQ","13-Sep-2017","        823.75","        824.00","        859.90","        822.00","        853.40","        849.00","        846.97","   13430225","         11375039392.05","     169159"
"RELIANCE","EQ","14-Sep-2017","        849.00","        855.80","        861.50","        842.00","        844.20","        843.85","        850.31","    5425486","          4613369236.95","      73159"
"RELIANCE","EQ","15-Sep-2017","        843.85","        842.00","        852.85","        834.75","        842.00","        841.80","        841.99","   13072853","         11007221825.90","      97143"
"RELIANCE","EQ","18-Sep-2017","        841.80","        850.00","        851.05","        843.10","        845.20","        845.55","        847.17","    2314174","          1960493731.45","      57137"
"RELIANCE","EQ","19-Sep-2017","        845.55","        848.70","        848.75","        837.00","        839.00","        838.60","        839.69","    3528729","          2963055859.95","      56976"
"RELIANCE","EQ","20-Sep-2017","        838.60","        856.10","        872.50","        845.10","        848.00","        847.15","        855.91","   11402965","          9759876153.80","     147419"
"RELIANCE","EQ","21-Sep-2017","        847.15","        847.00","        851.70","        836.25","        842.95","        841.35","        841.76","    5920552","          4983709461.65","      81741"
"RELIANCE","EQ","22-Sep-2017","        841.35","        839.90","        839.90","        813.20","        816.95","        817.40","        824.67","    5620443","          4635015513.75","      97574"
"RELIANCE","EQ","25-Sep-2017","        817.40","        815.00","        827.95","        805.20","        821.00","        821.55","        818.09","    6505309","          5321937992.75","     116207"
"RELIANCE","EQ","26-Sep-2017","        821.55","        821.70","        827.05","        812.20","        819.20","        820.10","        819.18","    4829571","          3956299338.10","      71436"
"RELIANCE","EQ","27-Sep-2017","        820.10","        825.60","        825.70","        795.50","        798.40","        799.15","        805.86","    8434196","          6796763903.25","     130217"
"RELIANCE","EQ","28-Sep-2017","        799.15","        799.65","        802.90","        780.20","        786.25","        786.45","        789.61","   13508179","         10666240866.70","     197436"
"RELIANCE","EQ","29-Sep-2017","        786.45","        791.75","        793.40","        779.10","        781.20","        780.90","        785.51","    7619230","          5984977306.70","     139675"
"RELIANCE","EQ","03-Oct-2017","        780.90","        795.00","        803.85","        785.35","        799.00","        798.35","        797.81","    8387059","          6691289330.70","     147117"
"RELIANCE","EQ","04-Oct-2017","        798.35","        799.20","        824.95","        795.60","        824.00","        818.85","        811.68","    8643924","          7016116516.10","     131730"
"RELIANCE","EQ","05-Oct-2017","        818.85","        825.00","        828.45","        818.65","        824.00","        824.15","        823.34","    4860479","          4001818826.75","      64016"
"RELIANCE","EQ","06-Oct-2017","        824.15","        824.00","        839.35","        822.60","        838.20","        837.05","        832.42","    5942106","          4946321212.50","      57349"
"RELIANCE","EQ","09-Oct-2017","        837.05","        839.00","        839.80","        828.00","        829.25","        830.65","        832.26","    4046109","          3367411680.85","      55669"
"RELIANCE","EQ","10-Oct-2017","        830.65","        831.00","        847.30","        831.00","        842.25","        843.20","        842.23","    6734986","          5672427724.30","     129431"
